Position	51484e4a-6754-4d25-934c-7643a178ed76.rna_seq.genomic.gdc_realn.bam
chr11:134150590-134150702	0
chr11:133901942-133902059	
chr11:130911144-130911260	0
chr11:130314394-130314512	0
chr11:130230525-130230637	
chr11:129882517-129882631	0
chr11:129451986-129452105	0
chr11:128811641-128811756	
chr11:128460021-128460166	0
chr11:128459140-128459250	0
chr11:128459090-128459200	0
chr11:127940674-127940784	0
chr11:126296392-126296502	0
chr11:125893665-125893778	0
chr11:125620820-125620941	0
chr11:123601465-123601596	
chr11:123071384-123071494	
chr11:122090170-122090288	
chr11:121631318-121631429	1
chr11:121629641-121629755	0
chr11:119662966-119663084	0
chr11:119661907-119662017	0
chr11:119355997-119356115	
chr11:119334682-119334799	0
chr11:119308524-119308637	0
chr11:119306891-119307004	
chr11:119236545-119236673	
chr11:119093826-119093936	0
chr11:119044311-119044427	0
chr11:119013120-119013231	
chr11:118925550-118925668	0
chr11:118902763-118902875	0
chr11:118897707-118897817	0
chr11:118751017-118751136	0
chr11:118750213-118750323	0
chr11:118747851-118747965	0
chr11:118600997-118601126	0
chr11:118526536-118526648	0
chr11:118525715-118525827	0
chr11:118525585-118525696	1
chr11:118524660-118524772	0
chr11:118396497-118396615	1
chr11:118258962-118259074	0
chr11:118227286-118227397	
chr11:118118638-118118751	0
chr11:118082516-118082635	0
chr11:117837991-117838117	0
chr11:117351881-117351992	0
chr11:117170576-117170697	0
chr11:117159858-117159969	0
chr11:116858247-116858362	0
chr11:115176262-115176376	
chr11:115175325-115175440	
chr11:115174216-115174328	
chr11:114410187-114410297	0
chr11:114255668-114255783	
chr11:114197974-114198088	
chr11:113798364-113798475	
chr11:113199779-113199899	
chr11:112961504-112961614	
chr11:112026254-112026371	0
chr11:112021929-112022047	
chr11:111913815-111913925	
chr11:111856575-111856692	0
chr11:111853030-111853143	0
chr11:111750793-111750906	0
chr11:111739297-111739408	0
chr11:111674042-111674152	0
chr11:110231550-110231660	
chr11:110230573-110230686	
chr11:108106488-108106604	0
chr11:108105018-108105131	
chr11:107792111-107792232	0
chr11:107428551-107428664	
chr11:106098612-106098722	0
chr11:106098473-106098585	0
chr11:106096987-106097098	0
chr11:105008909-105009019	0
chr11:105007263-105007373	0
chr11:102398546-102398657	0
chr11:102232228-102232338	0
chr11:102162937-102163049	0
chr11:101031540-101031655	
chr11:96045852-96045968	0
chr11:95801400-95801519	0
chr11:95166214-95166330	
chr11:95130324-95130439	0
chr11:95070346-95070460	0
chr11:94963259-94963369	0
chr11:94875569-94875679	
chr11:94873726-94873863	
chr11:94499448-94499558	
chr11:94129038-94129159	0
chr11:93721615-93721751	0
chr11:93478704-93478814	1
chr11:88335038-88335151	0
chr11:87144705-87144816	0
chr11:86947151-86947286	0
chr11:86808833-86808959	0
chr11:85694664-85694775	1
chr11:85661276-85661387	0
chr11:83456639-83456750	
chr11:83212853-83212964	0
chr11:83185551-83185661	0
chr11:83185397-83185514	
chr11:83166092-83166202	0
chr11:83061660-83061783	
chr11:78471491-78471601	0
chr11:78236725-78236835	0
chr11:77815754-77815864	0
chr11:77765085-77765196	0
chr11:77698476-77698587	0
chr11:77665737-77665849	
chr11:77662969-77663085	
chr11:77125564-77125690	0
chr11:77040163-77040274	
chr11:76994086-76994199	0
chr11:76874353-76874465	0
chr11:76140904-76141014	0
chr11:75983336-75983446	0
chr11:75731121-75731232	0
chr11:75572701-75572811	0
chr11:75263690-75263806	0
chr11:75261131-75261271	0
chr11:74841955-74842068	0
chr11:74456288-74456410	0
chr11:74456105-74456230	0
chr11:74455638-74455749	0
chr11:74239140-74239254	0
chr11:73676432-73676544	0
chr11:73675641-73675751	
chr11:73400758-73400869	0
chr11:72838554-72838664	0
chr11:72837415-72837529	
chr11:72824746-72824856	
chr11:72754861-72754971	0
chr11:72722132-72722247	0
chr11:72044552-72044662	0
chr11:71997153-71997277	
chr11:71992784-71992894	0
chr11:70469472-70469586	1
chr11:70435374-70435484	0
chr11:70025871-70025981	0
chr11:69668625-69668738	0
chr11:69653369-69653483	0
chr11:69652729-69652854	0
chr11:69161893-69162010	
chr11:68378112-68378224	1
chr11:68157042-68157158	
chr11:68095992-68096106	0
chr11:68028626-68028746	0
chr11:67938988-67939101	0
chr11:67257539-67257651	0
chr11:67233601-67233719	0
chr11:66760944-66761059	1
chr11:66744769-66744895	
chr11:66364778-66364895	0
chr11:66353573-66353683	0
chr11:66261013-66261131	0
chr11:66123793-66123906	0
chr11:65796621-65796739	0
chr11:65638972-65639084	0
chr11:65637327-65637445	0
chr11:65635513-65635623	0
chr11:65579041-65579151	0
chr11:65557804-65557935	0
chr11:65506047-65506160	
chr11:65504258-65504371	0
chr11:65502569-65502680	0
chr11:65500958-65501070	0
chr11:65456018-65456137	
chr11:65439620-65439734	0
chr11:65117210-65117320	0
chr11:64925564-64925674	0
chr11:64286319-64286429	0
chr11:64267578-64267695	0
chr11:64244032-64244142	0
chr11:64204358-64204468	0
chr11:63956975-63957091	
chr11:63910602-63910716	0
chr11:63759669-63759784	0
chr11:63628269-63628385	
chr11:63626892-63627004	
chr11:63625931-63626042	0
chr11:63573348-63573459	
chr11:62819307-62819417	0
chr11:62738001-62738128	0
chr11:62646828-62646938	0
chr11:62392556-62392666	0
chr11:61479478-61479624	
chr11:61398190-61398303	0
chr11:60940873-60940983	0
chr11:60891044-60891155	0
chr11:60391902-60392015	0
chr11:59574377-59574489	0
chr11:59209805-59209943	1
chr11:59209700-59209832	0
chr11:59206459-59206580	0
chr11:59153819-59153936	
chr11:59153653-59153769	
chr11:58619433-58619545	0
chr11:58618570-58618680	0
chr11:58617717-58617827	0
chr11:58612669-58612781	0
chr11:57704312-57704423	0
chr11:57700364-57700482	0
chr11:57552163-57552277	0
chr11:48170706-48170819	0
chr11:48111302-48111416	0
chr11:47767061-47767173	0
chr11:47761546-47761657	0
chr11:47722986-47723106	1
chr11:47722203-47722315	0
chr11:47470236-47470348	0
chr11:47466512-47466623	0
chr11:47415736-47415846	0
chr11:47408591-47408709	0
chr11:47102939-47103057	0
chr11:47077041-47077154	0
chr11:47076913-47077028	0
chr11:47014354-47014467	0
chr11:46753711-46753823	0
chr11:46743684-46743799	0
chr11:46677894-46678009	0
chr11:46369138-46369248	0
chr11:46321342-46321459	0
chr11:46321257-46321367	0
chr11:45882242-45882357	0
chr11:43480837-43480951	0
chr11:43391546-43391659	0
chr11:43343160-43343275	0
chr11:36463594-36463705	
chr11:35809833-35809947	0
chr11:35230172-35230284	0
chr11:34214089-34214226	0
chr11:33869673-33869784	0
chr11:33745247-33745361	0
chr11:33708550-33708667	0
chr11:33706501-33706622	0
chr11:33086392-33086504	0
chr11:32387953-32388087	
chr11:32104688-32104798	0
chr11:30337584-30337696	0
chr11:27495952-27496062	1
chr11:27495445-27495555	0
chr11:27495096-27495207	0
chr11:27452573-27452695	0
chr11:27341487-27341603	0
chr11:22821129-22821239	0
chr11:22623940-22624052	0
chr11:20505815-20505927	0
chr11:20487019-20487133	
chr11:20119014-20119131	
chr11:20118537-20118648	0
chr11:20082985-20083095	
chr11:19166669-19166785	0
chr11:19146110-19146220	0
chr11:18632305-18632418	0
chr11:18328462-18328579	0
chr11:18287542-18287653	
chr11:18281205-18281323	0
chr11:18101770-18101886	0
chr11:17947900-17948018	0
chr11:17176431-17176541	0
chr11:17089617-17089729	0
chr11:17087247-17087357	0
chr11:17013927-17014040	0
chr11:16889143-16889253	0
chr11:16888891-16889008	0
chr11:13732075-13732187	0
chr11:12944433-12944546	0
chr11:12943895-12944005	0
chr11:12688972-12689083	0
chr11:12675374-12675485	0
chr11:12533758-12533883	
chr11:12202072-12202184	0
chr11:12165107-12165226	0
chr11:10878442-10878556	0
chr11:10575695-10575809	
chr11:10514363-10514476	0
chr11:10513637-10513747	0
chr11:9875909-9876021	0
chr11:9750289-9750419	0
chr11:9747860-9747971	0
chr11:9660908-9661025	
chr11:9589224-9589337	0
chr11:9588988-9589098	0
chr11:9438219-9438330	0
chr11:9301957-9302074	0
chr11:9294438-9294555	0
chr11:9289270-9289385	0
chr11:9282890-9283011	0
chr11:9282329-9282443	0
chr11:9138929-9139041	
chr11:9020384-9020494	
chr11:8947904-8948018	0
chr11:8919580-8919692	0
chr11:8810756-8810890	0
chr11:8693665-8693782	0
chr11:8689464-8689577	
chr11:8686191-8686305	0
chr11:8000158-8000270	
chr11:6484042-6484156	1
chr11:6395704-6395814	
chr11:5675612-5675727	0
chr11:5674986-5675096	0
chr11:5664169-5664284	1
chr11:4384952-4385062	0
chr11:4138548-4138658	0
chr11:4138490-4138600	1
chr11:3855833-3855955	0
chr11:3825673-3825784	0
chr11:2944996-2945111	0
chr11:2680156-2680277	0
chr11:2132607-2132718	0
chr11:2132496-2132607	0
chr11:2132044-2132155	0
chr11:2131722-2131832	0
chr11:2131641-2131751	1
chr11:2131517-2131627	0
chr11:2130527-2130637	0
chr11:1092963-1093081	0
chr11:832938-833050	0
chr11:791170-791281	0
chr11:769567-769677	0
chr11:700944-701054	0
chr11:535411-535526	0
chr11:235154-235264	0
chr10:133404028-133404141	0
chr10:132785936-132786050	
chr10:132784882-132784994	
chr10:132782200-132782318	0
chr10:128098237-128098347	0
chr10:128084253-128084363	0
chr10:128084091-128084206	0
chr10:127452278-127452388	
chr10:124988832-124988948	0
chr10:124986915-124987032	
chr10:124986241-124986373	1
chr10:124941148-124941261	0
chr10:124917739-124917849	
chr10:124917181-124917291	
chr10:124835540-124835651	0
chr10:124619605-124619719	0
chr10:124009491-124009601	0
chr10:124009275-124009385	
chr10:124008334-124008444	0
chr10:123880268-123880378	0
chr10:123745607-123745718	
chr10:123164918-123165029	0
chr10:123163933-123164044	0
chr10:123003193-123003304	0
chr10:122431076-122431187	0
chr10:122132016-122132133	0
chr10:122075150-122075270	
chr10:121575827-121575939	0
chr10:121509371-121509483	0
chr10:120354631-120354742	0
chr10:119822382-119822492	
chr10:119455489-119455602	0
chr10:119230780-119230903	0
chr10:119137123-119137245	
chr10:119033822-119033937	
chr10:118692218-118692328	0
chr10:118685894-118686008	0
chr10:118685723-118685833	1
chr10:118310452-118310564	
chr10:118007397-118007509	
chr10:118007116-118007232	
chr10:118005705-118005816	
chr10:117548498-117548623	
chr10:117542780-117542894	
chr10:117488928-117489040	
chr10:117368747-117368858	0
chr10:117330009-117330121	0
chr10:117288339-117288454	0
chr10:116885071-116885188	0
chr10:116057684-116057796	
chr10:114975425-114975537	
chr10:114767564-114767677	0
chr10:114748530-114748644	0
chr10:114542577-114542688	0
chr10:114121763-114121873	0
chr10:113910149-113910266	
chr10:113166772-113166882	0
chr10:112991457-112991568	0
chr10:112989311-112989424	0
chr10:112981258-112981371	0
chr10:112950399-112950513	0
chr10:112724736-112724849	0
chr10:112531432-112531546	1
chr10:111013533-111013643	0
chr10:111013255-111013368	0
chr10:111012383-111012493	0
chr10:110899746-110899861	0
chr10:110898210-110898320	1
chr10:110898108-110898228	0
chr10:110511433-110511548	
chr10:110286442-110286556	1
chr10:110285478-110285590	
chr10:110285034-110285159	
chr10:110134280-110134397	0
chr10:104125717-104125832	0
chr10:103596613-103596736	
chr10:103183284-103183401	0
chr10:102863299-102863409	0
chr10:102814442-102814558	1
chr10:102738249-102738363	0
chr10:102714239-102714360	0
chr10:102643296-102643412	0
chr10:102107509-102107619	0
chr10:102011650-102011761	0
chr10:101040536-101040652	0
chr10:100964988-100965102	
chr10:100956511-100956622	
chr10:100549703-100549818	
chr10:100549033-100549153	0
chr10:100364067-100364183	0
chr10:100275375-100275485	0
chr10:100233116-100233230	1
chr10:99943330-99943461	
chr10:99922477-99922591	0
chr10:99921642-99921756	0
chr10:99877296-99877406	0
chr10:99876344-99876454	1
chr10:99714065-99714177	0
chr10:99706286-99706397	0
chr10:98220336-98220450	0
chr10:97745132-97745243	0
chr10:96964191-96964305	0
chr10:96961817-96961929	0
chr10:96958856-96958977	0
chr10:96750199-96750312	0
chr10:96593576-96593687	0
chr10:96586845-96586959	0
chr10:96521676-96521787	0
chr10:95386204-95386316	
chr10:95349778-95349895	
chr10:95312917-95313030	
chr10:95312314-95312424	
chr10:93901658-93901773	0
chr10:93702472-93702598	0
chr10:93669824-93669934	0
chr10:93527033-93527145	0
chr10:93014275-93014386	0
chr10:92975995-92976106	0
chr10:92971325-92971435	0
chr10:92479560-92479679	0
chr10:92351851-92351989	
chr10:92351642-92351754	0
chr10:92216989-92217108	
chr10:91998089-91998209	0
chr10:91865098-91865209	0
chr10:91284125-91284236	0
chr10:89419311-89419422	
chr10:89206866-89206976	0
chr10:88679210-88679353	
chr10:88359263-88359375	
chr10:87968864-87968985	
chr10:87965486-87965597	0
chr10:87864094-87864206	0
chr10:87747133-87747246	0
chr10:87104614-87104725	0
chr10:87050530-87050645	0
chr10:86963165-86963275	
chr10:86925284-86925395	
chr10:86777957-86778073	0
chr10:86515731-86515841	0
chr10:86445477-86445589	0
chr10:86436339-86436449	0
chr10:80521861-80521980	1
chr10:80519751-80519865	0
chr10:80519464-80519577	0
chr10:80432585-80432706	
chr10:80149401-80149515	0
chr10:79830621-79830731	0
chr10:79822751-79822862	0
chr10:79646826-79646943	0
chr10:79384767-79384879	
chr10:79313224-79313335	0
chr10:77791293-77791406	
chr10:75675666-75675778	
chr10:75397976-75398087	
chr10:75169437-75169564	
chr10:75031127-75031240	
chr10:75022097-75022221	0
chr10:74119961-74120081	0
chr10:73814237-73814349	0
chr10:73777506-73777621	
chr10:73376025-73376138	0
chr10:73233021-73233131	0
chr10:73007529-73007645	
chr10:72702936-72703051	0
chr10:72468244-72468360	0
chr10:72334064-72334179	0
chr10:72233958-72234073	0
chr10:72233555-72233665	0
chr10:72062487-72062603	0
chr10:72008354-72008464	
chr10:71299979-71300112	
chr10:70879329-70879454	0
chr10:70567947-70568059	
chr10:70428231-70428342	0
chr10:70427909-70428029	1
chr10:70151992-70152104	0
chr10:70150509-70150619	0
chr10:70150129-70150241	0
chr10:70140920-70141031	0
chr10:69208998-69209111	0
chr10:69171454-69171565	0
chr10:69104477-69104588	0
chr10:68983648-68983769	0
chr10:68920921-68921031	0
chr10:68792067-68792179	0
chr10:68760919-68761029	0
chr10:68760829-68760943	0
chr10:68749477-68749591	0
chr10:68521083-68521193	
chr10:68483003-68483115	0
chr10:68360847-68360978	
chr10:68343758-68343883	
chr10:68283693-68283815	0
chr10:68283000-68283113	0
chr10:68018850-68018970	1
chr10:67956795-67956906	
chr10:67045380-67045500	
chr10:63622655-63622775	0
chr10:63521755-63521868	0
chr10:63377871-63377983	0
chr10:63211947-63212057	0
chr10:63198608-63198718	
chr10:62095052-62095168	0
chr10:62083263-62083377	0
chr10:62081948-62082059	0
chr10:59650937-59651051	
chr10:58397726-58397836	
chr10:58288475-58288586	
chr10:58287782-58287899	0
chr10:51697495-51697608	
chr10:50071262-50071373	0
chr10:49973750-49973862	
chr10:49837347-49837468	0
chr10:49014559-49014669	
chr10:48348900-48349014	0
chr10:48329467-48329577	0
chr10:43387890-43388002	0
chr10:43184015-43184130	0
chr10:42823032-42823145	0
chr10:42785398-42785511	0
chr10:42591880-42591994	0
chr10:38122197-38122308	
chr10:38121155-38121265	
chr10:38097723-38097833	
chr10:38097533-38097664	
chr10:38059316-38059426	0
chr10:38039137-38039247	0
chr10:38028420-38028533	0
chr10:37950516-37950630	
chr10:37856583-37856694	
chr10:35641434-35641544	0
chr10:35638689-35638799	
chr10:35571292-35571404	
chr10:35336828-35336944	
chr10:35212253-35212364	
chr10:35045369-35045479	0
chr10:35009941-35010056	0
chr10:32268389-32268510	
chr10:32267835-32267945	0
chr10:31805598-31805735	
chr10:31527362-31527503	
chr10:29550223-29550334	0
chr10:29457874-29457990	0
chr10:29457812-29457924	0
chr10:28619910-28620029	0
chr10:28525474-28525594	0
chr10:28523523-28523649	
chr10:28124592-28124706	0
chr10:28051835-28051951	
chr10:26748508-26748619	0
chr10:24584171-24584291	0
chr10:24547006-24547122	1
chr10:23441517-23441627	
chr10:22536590-22536701	0
chr10:20274818-20274932	0
chr10:20070924-20071036	0
chr10:19986487-19986597	0
chr10:19855176-19855296	0
chr10:19853602-19853712	0
chr10:19817017-19817129	0
chr10:17800181-17800295	
chr10:17797244-17797360	
chr10:17796604-17796715	
chr10:17687455-17687573	0
chr10:17605598-17605711	
chr10:17237479-17237589	1
chr10:16512670-16512782	0
chr10:16512010-16512121	0
chr10:16484260-16484382	0
chr10:16452251-16452364	0
chr10:15211708-15211820	1
chr10:15165113-15165229	0
chr10:14521880-14521990	0
chr10:14519108-14519220	0
chr10:13528494-13528605	0
chr10:13299968-13300078	0
chr10:13278061-13278171	0
chr10:12830876-12831015	
chr10:12829186-12829297	
chr10:12827262-12827375	
chr10:12571403-12571521	0
chr10:12413504-12413617	0
chr10:11920294-11920405	0
chr10:11611477-11611594	
chr10:11333915-11334036	
chr10:11331295-11331407	
chr10:7654906-7655016	0
chr10:7560993-7561107	
chr10:7559797-7559916	
chr10:6210314-6210428	0
chr10:6115822-6115944	0
chr10:5937467-5937584	0
chr10:5765718-5765829	0
chr10:5457678-5457793	0
chr10:5457133-5457243	0
chr10:3777079-3777189	0
chr10:3776882-3776995	0
chr10:3776652-3776768	0
chr10:3107189-3107299	0
chr10:1131633-1131762	
chr10:931546-931666	0
chr10:893030-893140	0
chr10:812491-812608	0
chr10:810126-810239	0
chr10:276998-277115	
chr10:275420-275541	
chr9:137743302-137743418	0
chr9:137585459-137585571	0
chr9:137282157-137282267	0
chr9:136909920-136910030	0
chr9:136840130-136840249	0
chr9:136212499-136212609	0
chr9:136077329-136077447	0
chr9:136007499-136007611	
chr9:136007415-136007525	0
chr9:136007297-136007407	0
chr9:136006774-136006885	0
chr9:135961113-135961226	0
chr9:135120867-135120977	
chr9:134843105-134843218	0
chr9:134440041-134440153	0
chr9:134040150-134040262	0
